iteration,windtexter,application,total_cost,probability_type,probability_cost
0,Full,commercial,3.04,interception_cost,0.44
0,Baseline,millitary,171.43,interception_cost,3.43
0,Full,millitary,5.67,interception_cost,1.14
1,Partial,commercial,168.0,interception_cost,84.0
1,Full,commercial,168.0,interception_cost,28.0
1,Full,government,5.14,interception_cost,0.75
1,Partial,millitary,336.0,interception_cost,168.0
1,Full,millitary,336.0,interception_cost,1.0
2,Baseline,private,14.06,interception_cost,0.86
2,Full,private,1.72,interception_cost,14.0
2,Baseline,government,315.0,interception_cost,9.0
2,Baseline,millitary,410.67,interception_cost,2.67
2,Partial,millitary,220.8,interception_cost,168.0
3,Full,commercial,7.5,interception_cost,2.0
3,Baseline,government,41.6,interception_cost,2.0
3,Full,millitary,170.67,interception_cost,0.89
4,Partial,private,13.95,interception_cost,0.75
4,Baseline,commercial,433.33,interception_cost,1.33
4,Full,commercial,3.04,interception_cost,0.5
4,Partial,millitary,55.47,interception_cost,2.67
5,Full,commercial,90.0,interception_cost,8.8
5,Baseline,millitary,55.47,interception_cost,2.67
6,Full,government,11.0,interception_cost,0.75
7,Baseline,private,45.0,interception_cost,3.0
7,Baseline,government,650.25,interception_cost,2.25
7,Partial,government,42.17,interception_cost,2.57
8,Baseline,commercial,458.4,interception_cost,432.0
8,Full,commercial,7.33,interception_cost,28.0
8,Baseline,government,308.25,interception_cost,2.25
8,Baseline,millitary,411.0,interception_cost,3.0
9,Baseline,private,42.75,interception_cost,0.75
9,Baseline,commercial,52.8,interception_cost,26.4
9,Full,commercial,3.04,interception_cost,28.0
9,Partial,government,41.6,interception_cost,2.0
9,Baseline,millitary,1032.0,interception_cost,864.0
10,Partial,private,84.0,interception_cost,42.0
10,Baseline,commercial,90.0,interception_cost,6.0
11,Baseline,private,13.95,interception_cost,0.75
11,Partial,commercial,168.0,interception_cost,84.0
11,Baseline,millitary,420.0,interception_cost,12.0
12,Partial,private,42.86,interception_cost,0.86
12,Partial,commercial,27.9,interception_cost,1.5
12,Full,government,4.57,interception_cost,0.86
12,Baseline,millitary,105.6,interception_cost,52.8
12,Full,millitary,6.43,interception_cost,56.0
13,Baseline,millitary,105.6,interception_cost,52.8
13,Partial,millitary,170.67,interception_cost,2.67
14,Full,commercial,85.33,interception_cost,0.5
14,Partial,millitary,56.23,interception_cost,3.43
15,Full,private,42.86,interception_cost,0.29
15,Baseline,commercial,458.4,interception_cost,432.0
15,Baseline,government,79.2,interception_cost,39.6
16,Baseline,private,102.86,interception_cost,0.86
16,Full,private,1.72,interception_cost,0.29
16,Full,government,4.82,interception_cost,0.86
17,Partial,private,84.0,interception_cost,42.0
17,Partial,commercial,28.11,interception_cost,1.71
17,Partial,millitary,55.8,interception_cost,3.0
18,Baseline,private,14.06,interception_cost,0.86
18,Partial,private,13.95,interception_cost,0.75
18,Full,commercial,85.33,interception_cost,8.8
18,Baseline,government,165.6,interception_cost,39.6
18,Partial,government,42.17,interception_cost,2.57
18,Full,government,42.17,interception_cost,42.0
19,Full,private,1.42,interception_cost,14.0
19,Baseline,commercial,32.4,interception_cost,6.0
19,Partial,commercial,110.4,interception_cost,26.4
19,Full,commercial,110.4,interception_cost,28.0
19,Baseline,government,650.57,interception_cost,2.57
19,Partial,millitary,336.0,interception_cost,168.0
20,Partial,commercial,85.71,interception_cost,1.71
21,Baseline,private,105.0,interception_cost,3.0
21,Full,private,14.06,interception_cost,4.4
21,Full,commercial,3.0,interception_cost,28.0
21,Baseline,millitary,55.8,interception_cost,3.0
21,Partial,millitary,55.8,interception_cost,3.0
21,Full,millitary,55.8,interception_cost,56.0
22,Full,commercial,85.5,interception_cost,8.8
22,Full,government,4.82,interception_cost,0.86
22,Baseline,millitary,56.23,interception_cost,3.43
22,Partial,millitary,220.8,interception_cost,52.8
22,Full,millitary,220.8,interception_cost,56.0
23,Baseline,private,42.67,interception_cost,0.67
23,Full,commercial,27.73,interception_cost,0.44
23,Baseline,millitary,420.0,interception_cost,12.0
23,Full,millitary,55.8,interception_cost,17.6
24,Partial,private,13.87,interception_cost,0.67
24,Full,private,13.87,interception_cost,14.0
24,Baseline,government,252.0,interception_cost,126.0
24,Baseline,millitary,220.8,interception_cost,52.8
25,Full,private,1.72,interception_cost,0.29
25,Full,commercial,3.0,interception_cost,0.57
25,Partial,government,165.6,interception_cost,126.0
26,Baseline,private,42.67,interception_cost,0.67
26,Baseline,commercial,110.4,interception_cost,84.0
26,Partial,commercial,28.11,interception_cost,1.71
26,Full,commercial,28.11,interception_cost,0.57
26,Baseline,government,774.0,interception_cost,648.0
26,Partial,government,165.6,interception_cost,39.6
26,Full,millitary,6.1,interception_cost,0.89
27,Baseline,private,42.86,interception_cost,0.86
27,Baseline,commercial,85.33,interception_cost,1.33
27,Partial,commercial,85.71,interception_cost,1.71
27,Baseline,government,135.0,interception_cost,9.0
27,Partial,government,165.6,interception_cost,39.6
27,Full,government,165.6,interception_cost,0.86
27,Full,millitary,180.0,interception_cost,56.0
28,Partial,private,42.86,interception_cost,0.86
28,Full,private,42.86,interception_cost,0.29
28,Full,commercial,2.83,interception_cost,8.8
28,Baseline,government,345.6,interception_cost,39.6
28,Baseline,millitary,460.8,interception_cost,52.8
28,Partial,millitary,55.8,interception_cost,3.0
28,Full,millitary,55.8,interception_cost,1.14
29,Full,private,3.86,interception_cost,0.29
29,Baseline,government,165.6,interception_cost,39.6
29,Full,government,48.6,interception_cost,42.0
29,Baseline,millitary,64.8,interception_cost,12.0
30,Baseline,commercial,90.0,interception_cost,6.0
30,Baseline,government,41.85,interception_cost,2.25
31,Baseline,private,42.67,interception_cost,0.67
31,Baseline,commercial,85.5,interception_cost,1.5
31,Baseline,government,42.17,interception_cost,2.57
31,Partial,millitary,171.43,interception_cost,3.43
31,Full,millitary,171.43,interception_cost,17.6
32,Baseline,private,42.86,interception_cost,0.86
32,Full,private,1.72,interception_cost,0.22
32,Partial,commercial,85.71,interception_cost,1.71
32,Full,commercial,85.71,interception_cost,0.5
32,Partial,government,42.17,interception_cost,2.57
32,Baseline,millitary,460.8,interception_cost,52.8
32,Partial,millitary,170.67,interception_cost,2.67
33,Full,private,1.5,interception_cost,0.29
33,Baseline,commercial,433.71,interception_cost,1.71
33,Full,government,4.57,interception_cost,0.86
33,Baseline,millitary,171.43,interception_cost,3.43
33,Partial,millitary,56.23,interception_cost,3.43
34,Baseline,private,13.95,interception_cost,0.75
34,Partial,private,42.86,interception_cost,0.86
34,Full,commercial,3.42,interception_cost,28.0
34,Baseline,millitary,460.8,interception_cost,52.8
34,Partial,millitary,55.47,interception_cost,2.67
35,Baseline,private,144.0,interception_cost,42.0
35,Partial,private,14.06,interception_cost,0.86
35,Full,commercial,27.73,interception_cost,0.5
35,Baseline,government,315.0,interception_cost,9.0
35,Baseline,millitary,420.0,interception_cost,12.0
35,Partial,millitary,55.8,interception_cost,3.0
35,Full,millitary,55.8,interception_cost,0.89
36,Full,private,14.06,interception_cost,4.4
36,Baseline,commercial,205.71,interception_cost,1.71
36,Full,commercial,85.71,interception_cost,28.0
36,Baseline,government,41.6,interception_cost,2.0
36,Partial,government,128.25,interception_cost,2.25
36,Partial,millitary,55.8,interception_cost,3.0
37,Baseline,private,42.67,interception_cost,0.67
37,Partial,private,55.2,interception_cost,13.2
37,Partial,commercial,85.71,interception_cost,1.71
37,Full,commercial,85.71,interception_cost,8.8
37,Baseline,government,79.2,interception_cost,39.6
37,Baseline,millitary,171.43,interception_cost,3.43
37,Partial,millitary,55.47,interception_cost,2.67
38,Partial,private,42.75,interception_cost,0.75
38,Baseline,commercial,205.33,interception_cost,1.33
38,Baseline,government,48.6,interception_cost,9.0
38,Partial,government,42.17,interception_cost,2.57
38,Full,government,42.17,interception_cost,0.75
38,Baseline,millitary,171.43,interception_cost,3.43
39,Full,private,14.06,interception_cost,0.22
39,Baseline,government,432.0,interception_cost,306.0
39,Full,government,128.0,interception_cost,13.2
39,Partial,millitary,55.47,interception_cost,2.67
40,Full,private,1.34,interception_cost,0.22
40,Partial,commercial,27.73,interception_cost,1.33
40,Full,commercial,27.73,interception_cost,28.0
40,Partial,government,42.17,interception_cost,2.57
40,Baseline,millitary,916.8,interception_cost,52.8
40,Full,millitary,171.43,interception_cost,1.14
41,Baseline,private,26.4,interception_cost,13.2
41,Full,commercial,3.04,interception_cost,28.0
41,Baseline,millitary,1032.0,interception_cost,168.0
42,Partial,government,165.6,interception_cost,39.6
42,Baseline,millitary,180.0,interception_cost,12.0
43,Full,private,1.53,interception_cost,14.0
43,Partial,commercial,28.11,interception_cost,1.71
43,Full,commercial,28.11,interception_cost,0.44
43,Full,government,4.57,interception_cost,42.0
43,Partial,millitary,105.6,interception_cost,52.8
43,Full,millitary,105.6,interception_cost,1.14
44,Baseline,private,26.4,interception_cost,13.2
44,Partial,private,84.0,interception_cost,42.0
44,Baseline,millitary,55.8,interception_cost,3.0
45,Partial,private,42.67,interception_cost,0.67
45,Full,private,42.67,interception_cost,14.0
45,Baseline,commercial,458.4,interception_cost,432.0
45,Partial,commercial,85.71,interception_cost,1.71
45,Full,commercial,85.71,interception_cost,8.8
45,Baseline,millitary,180.0,interception_cost,12.0
46,Full,private,1.53,interception_cost,0.25
46,Baseline,government,432.0,interception_cost,126.0
46,Partial,millitary,180.0,interception_cost,12.0
46,Full,millitary,180.0,interception_cost,17.6
47,Baseline,private,45.0,interception_cost,3.0
47,Full,commercial,3.42,interception_cost,0.5
47,Partial,government,165.6,interception_cost,39.6
47,Partial,millitary,336.0,interception_cost,168.0
47,Full,millitary,336.0,interception_cost,17.6
48,Partial,commercial,27.73,interception_cost,1.33
49,Partial,private,13.87,interception_cost,0.67
49,Baseline,commercial,210.0,interception_cost,6.0
49,Partial,government,79.2,interception_cost,39.6
49,Baseline,millitary,916.8,interception_cost,864.0
50,Baseline,commercial,85.71,interception_cost,1.71
50,Baseline,government,128.57,interception_cost,2.57
51,Full,commercial,85.5,interception_cost,0.57
52,Baseline,commercial,27.73,interception_cost,1.33
52,Full,commercial,12.0,interception_cost,8.8
52,Partial,government,79.2,interception_cost,39.6
52,Full,millitary,171.43,interception_cost,1.14
53,Baseline,private,105.0,interception_cost,3.0
53,Full,commercial,3.42,interception_cost,28.0
53,Baseline,government,650.0,interception_cost,2.0
53,Partial,millitary,105.6,interception_cost,52.8
53,Full,millitary,105.6,interception_cost,17.6
54,Baseline,commercial,230.4,interception_cost,26.4
54,Partial,government,42.17,interception_cost,2.57
54,Full,government,42.17,interception_cost,0.67
54,Baseline,millitary,220.8,interception_cost,52.8
54,Full,millitary,56.23,interception_cost,1.0
55,Baseline,private,55.2,interception_cost,13.2
55,Partial,private,55.2,interception_cost,13.2
55,Partial,commercial,32.4,interception_cost,6.0
55,Full,government,42.17,interception_cost,0.75
55,Baseline,millitary,460.8,interception_cost,52.8
55,Full,millitary,5.67,interception_cost,1.0
56,Baseline,private,13.95,interception_cost,0.75
56,Baseline,commercial,205.71,interception_cost,1.71
57,Partial,private,26.4,interception_cost,13.2
57,Partial,commercial,110.4,interception_cost,26.4
57,Full,commercial,110.4,interception_cost,0.44
57,Full,government,135.0,interception_cost,0.86
57,Baseline,millitary,105.6,interception_cost,52.8
57,Partial,millitary,56.23,interception_cost,3.43
57,Full,millitary,56.23,interception_cost,1.14
58,Baseline,private,102.86,interception_cost,0.86
58,Full,private,1.72,interception_cost,0.29
58,Baseline,commercial,230.4,interception_cost,26.4
58,Full,commercial,2.83,interception_cost,28.0
58,Full,government,42.17,interception_cost,13.2
59,Baseline,private,14.06,interception_cost,0.86
59,Full,private,1.5,interception_cost,0.25
59,Baseline,government,432.0,interception_cost,306.0
59,Full,government,4.57,interception_cost,42.0
59,Baseline,millitary,180.0,interception_cost,12.0
59,Full,millitary,6.1,interception_cost,1.0
60,Baseline,private,84.0,interception_cost,42.0
60,Full,private,1.34,interception_cost,0.25
60,Partial,commercial,28.11,interception_cost,1.71
60,Full,commercial,28.11,interception_cost,28.0
60,Baseline,government,432.0,interception_cost,126.0
60,Full,millitary,6.43,interception_cost,17.6
61,Partial,private,42.75,interception_cost,0.75
62,Partial,private,42.86,interception_cost,0.86
62,Baseline,commercial,110.4,interception_cost,84.0
62,Partial,commercial,28.11,interception_cost,1.71
63,Baseline,private,204.0,interception_cost,102.0
63,Partial,commercial,168.0,interception_cost,84.0
63,Full,commercial,168.0,interception_cost,0.57
63,Partial,government,165.6,interception_cost,39.6
63,Baseline,millitary,56.23,interception_cost,3.43
64,Full,private,1.61,interception_cost,4.4
64,Partial,commercial,85.5,interception_cost,1.5
64,Baseline,government,165.6,interception_cost,39.6
64,Baseline,millitary,411.43,interception_cost,3.43
65,Baseline,commercial,433.5,interception_cost,1.5
65,Full,government,4.82,interception_cost,0.67
65,Partial,millitary,55.8,interception_cost,3.0
65,Full,millitary,55.8,interception_cost,1.14
66,Baseline,private,115.2,interception_cost,13.2
66,Baseline,commercial,205.33,interception_cost,1.33
66,Partial,commercial,110.4,interception_cost,84.0
66,Baseline,government,650.57,interception_cost,2.57
66,Partial,government,41.6,interception_cost,2.0
66,Full,government,41.6,interception_cost,13.2
67,Full,private,1.53,interception_cost,0.22
67,Full,commercial,3.42,interception_cost,28.0
67,Baseline,millitary,460.8,interception_cost,408.0
67,Partial,millitary,171.43,interception_cost,3.43
68,Baseline,private,115.2,interception_cost,13.2
68,Partial,commercial,28.11,interception_cost,1.71
68,Baseline,millitary,867.43,interception_cost,3.43
69,Partial,private,45.0,interception_cost,3.0
69,Baseline,commercial,433.71,interception_cost,1.71
69,Partial,commercial,52.8,interception_cost,26.4
69,Full,commercial,52.8,interception_cost,0.5
69,Full,government,4.0,interception_cost,13.2
70,Partial,private,14.06,interception_cost,0.86
70,Full,private,14.06,interception_cost,4.4
70,Baseline,commercial,168.0,interception_cost,84.0
70,Partial,commercial,27.9,interception_cost,1.5
70,Partial,government,42.17,interception_cost,2.57
70,Full,government,42.17,interception_cost,0.86
71,Baseline,private,318.0,interception_cost,216.0
71,Partial,government,165.6,interception_cost,126.0
71,Full,millitary,5.34,interception_cost,1.0
72,Partial,private,13.87,interception_cost,0.67
72,Baseline,millitary,64.8,interception_cost,12.0
72,Partial,millitary,171.43,interception_cost,3.43
72,Full,millitary,171.43,interception_cost,1.0
73,Full,commercial,3.21,interception_cost,28.0
73,Baseline,government,41.6,interception_cost,2.0
73,Partial,government,42.17,interception_cost,2.57
73,Full,government,42.17,interception_cost,0.75
73,Baseline,millitary,220.8,interception_cost,52.8
74,Baseline,private,42.86,interception_cost,0.86
74,Partial,private,42.86,interception_cost,0.86
74,Partial,commercial,85.71,interception_cost,1.71
74,Full,commercial,85.71,interception_cost,8.8
74,Baseline,government,128.0,interception_cost,2.0
74,Baseline,millitary,171.43,interception_cost,3.43
74,Partial,millitary,56.23,interception_cost,3.43
75,Baseline,private,144.0,interception_cost,102.0
75,Full,private,3.86,interception_cost,4.4
75,Full,commercial,85.5,interception_cost,8.8
75,Baseline,government,165.6,interception_cost,39.6
75,Partial,government,128.57,interception_cost,2.57
75,Baseline,millitary,171.43,interception_cost,3.43
75,Partial,millitary,55.47,interception_cost,2.67
76,Partial,private,13.95,interception_cost,0.75
76,Full,private,13.95,interception_cost,0.25
76,Baseline,commercial,28.11,interception_cost,1.71
76,Full,commercial,85.33,interception_cost,8.8
76,Baseline,government,42.17,interception_cost,2.57
76,Full,government,42.17,interception_cost,0.75
77,Baseline,private,13.95,interception_cost,0.75
77,Partial,private,42.86,interception_cost,0.86
77,Full,private,42.86,interception_cost,0.22
77,Partial,commercial,27.73,interception_cost,1.33
77,Full,commercial,27.73,interception_cost,0.57
77,Baseline,government,308.57,interception_cost,2.57
77,Full,government,4.57,interception_cost,0.67
78,Partial,private,13.87,interception_cost,0.67
78,Full,private,13.87,interception_cost,0.29
78,Partial,commercial,85.71,interception_cost,1.71
78,Partial,government,41.6,interception_cost,2.0
78,Full,government,41.6,interception_cost,13.2
78,Partial,millitary,171.0,interception_cost,3.0
79,Full,private,13.87,interception_cost,0.29
79,Baseline,commercial,288.0,interception_cost,84.0
79,Partial,commercial,27.9,interception_cost,1.5
79,Partial,government,252.0,interception_cost,126.0
79,Baseline,millitary,64.8,interception_cost,12.0
79,Partial,millitary,171.43,interception_cost,3.43
80,Baseline,commercial,288.0,interception_cost,204.0
80,Baseline,government,48.6,interception_cost,9.0
80,Partial,government,128.25,interception_cost,2.25
80,Partial,millitary,55.8,interception_cost,3.0
80,Full,millitary,55.8,interception_cost,56.0
81,Full,private,1.53,interception_cost,0.25
81,Baseline,commercial,52.8,interception_cost,26.4
81,Full,government,18.0,interception_cost,42.0
81,Partial,millitary,171.0,interception_cost,3.0
82,Full,commercial,3.42,interception_cost,28.0
82,Baseline,government,315.0,interception_cost,9.0
82,Baseline,millitary,460.8,interception_cost,408.0
83,Full,commercial,3.42,interception_cost,0.5
83,Full,government,5.14,interception_cost,42.0
83,Partial,millitary,171.43,interception_cost,3.43
84,Full,private,1.72,interception_cost,4.4
84,Baseline,commercial,28.11,interception_cost,1.71
84,Full,commercial,3.0,interception_cost,2.0
84,Full,government,128.57,interception_cost,3.0
85,Baseline,private,55.2,interception_cost,42.0
85,Partial,private,55.2,interception_cost,42.0
85,Partial,commercial,85.33,interception_cost,1.33
85,Baseline,government,345.6,interception_cost,39.6
86,Baseline,private,45.0,interception_cost,3.0
86,Full,private,1.61,interception_cost,14.0
86,Partial,commercial,85.71,interception_cost,1.71
86,Baseline,millitary,420.0,interception_cost,12.0
87,Partial,commercial,168.0,interception_cost,84.0
87,Partial,millitary,171.43,interception_cost,3.43
88,Baseline,commercial,636.0,interception_cost,432.0
88,Baseline,government,687.6,interception_cost,648.0
88,Baseline,millitary,180.0,interception_cost,12.0
88,Partial,millitary,220.8,interception_cost,168.0
89,Full,commercial,3.04,interception_cost,0.57
89,Baseline,government,41.85,interception_cost,2.25
89,Full,government,4.25,interception_cost,13.2
89,Baseline,millitary,336.0,interception_cost,168.0
90,Full,private,42.86,interception_cost,0.29
90,Baseline,commercial,85.33,interception_cost,1.33
90,Partial,commercial,28.11,interception_cost,1.71
90,Baseline,government,48.6,interception_cost,9.0
90,Partial,millitary,171.43,interception_cost,3.43
91,Partial,private,55.2,interception_cost,13.2
91,Full,private,55.2,interception_cost,14.0
91,Baseline,commercial,230.4,interception_cost,26.4
91,Partial,commercial,27.9,interception_cost,1.5
91,Baseline,government,345.6,interception_cost,306.0
92,Baseline,private,26.4,interception_cost,13.2
92,Full,private,1.72,interception_cost,0.22
93,Baseline,millitary,576.0,interception_cost,168.0
94,Baseline,private,14.06,interception_cost,0.86
94,Full,private,1.72,interception_cost,0.29
94,Baseline,commercial,205.33,interception_cost,1.33
94,Partial,commercial,168.0,interception_cost,84.0
94,Full,commercial,168.0,interception_cost,0.57
94,Partial,government,41.6,interception_cost,2.0
94,Full,millitary,6.86,interception_cost,56.0
95,Full,private,14.06,interception_cost,4.4
95,Baseline,commercial,28.11,interception_cost,1.71
95,Baseline,government,41.85,interception_cost,2.25
95,Full,government,5.14,interception_cost,0.75
95,Full,millitary,6.86,interception_cost,56.0
96,Full,private,1.61,interception_cost,0.29
96,Baseline,commercial,458.4,interception_cost,26.4
96,Baseline,government,315.0,interception_cost,9.0
96,Partial,government,128.57,interception_cost,2.57
96,Full,millitary,56.23,interception_cost,1.14
97,Full,private,1.61,interception_cost,0.22
97,Full,government,4.82,interception_cost,0.75
97,Baseline,millitary,411.0,interception_cost,3.0
97,Full,millitary,6.43,interception_cost,17.6
98,Baseline,private,115.2,interception_cost,13.2
98,Partial,private,13.95,interception_cost,0.75
98,Baseline,commercial,27.9,interception_cost,1.5
98,Partial,government,128.57,interception_cost,2.57
99,Partial,private,13.87,interception_cost,0.67
99,Baseline,commercial,32.4,interception_cost,6.0
99,Baseline,government,345.6,interception_cost,39.6
99,Baseline,millitary,420.0,interception_cost,12.0
100,Baseline,commercial,110.4,interception_cost,26.4
100,Full,commercial,85.71,interception_cost,0.44
100,Partial,millitary,56.23,interception_cost,3.43
101,Baseline,commercial,85.71,interception_cost,1.71
101,Partial,commercial,110.4,interception_cost,84.0
101,Baseline,millitary,171.43,interception_cost,3.43
101,Partial,millitary,171.43,interception_cost,3.43
102,Baseline,commercial,168.0,interception_cost,84.0
102,Full,commercial,28.11,interception_cost,0.57
102,Partial,millitary,56.23,interception_cost,3.43
103,Baseline,private,318.0,interception_cost,102.0
103,Partial,private,26.4,interception_cost,13.2
103,Baseline,commercial,205.5,interception_cost,1.5
103,Full,commercial,3.21,interception_cost,0.5
103,Baseline,government,252.0,interception_cost,126.0
103,Full,government,5.14,interception_cost,42.0
103,Baseline,millitary,420.0,interception_cost,12.0
104,Baseline,private,115.2,interception_cost,102.0
104,Baseline,commercial,516.0,interception_cost,432.0
104,Baseline,government,79.2,interception_cost,39.6
104,Partial,millitary,171.43,interception_cost,3.43
105,Baseline,private,219.0,interception_cost,3.0
105,Partial,commercial,168.0,interception_cost,84.0
105,Partial,government,128.57,interception_cost,2.57
105,Baseline,millitary,56.23,interception_cost,3.43
106,Baseline,commercial,210.0,interception_cost,6.0
106,Full,government,4.82,interception_cost,0.86
106,Partial,millitary,56.23,interception_cost,3.43
107,Baseline,private,45.0,interception_cost,3.0
107,Partial,government,42.17,interception_cost,2.57
107,Partial,millitary,170.67,interception_cost,2.67
108,Full,private,1.53,interception_cost,4.4
108,Baseline,commercial,28.11,interception_cost,1.71
108,Baseline,government,650.0,interception_cost,2.0
109,Baseline,private,84.0,interception_cost,42.0
109,Baseline,commercial,85.33,interception_cost,1.33
109,Baseline,government,48.6,interception_cost,9.0
109,Partial,millitary,171.43,interception_cost,3.43
110,Full,private,1.53,interception_cost,0.22
110,Baseline,commercial,32.4,interception_cost,6.0
110,Partial,commercial,27.9,interception_cost,1.5
110,Baseline,government,135.0,interception_cost,9.0
110,Full,government,128.25,interception_cost,42.0
110,Baseline,millitary,171.0,interception_cost,3.0
111,Partial,commercial,110.4,interception_cost,84.0
111,Baseline,government,165.6,interception_cost,39.6
111,Partial,government,79.2,interception_cost,39.6
111,Full,government,79.2,interception_cost,0.86
112,Full,millitary,55.8,interception_cost,56.0
113,Baseline,private,42.75,interception_cost,0.75
113,Partial,private,26.4,interception_cost,13.2
113,Full,commercial,28.11,interception_cost,8.8
113,Baseline,government,345.6,interception_cost,39.6
113,Partial,millitary,55.8,interception_cost,3.0
114,Baseline,private,16.2,interception_cost,3.0
114,Full,private,16.2,interception_cost,4.4
114,Baseline,commercial,516.0,interception_cost,84.0
114,Full,commercial,7.71,interception_cost,28.0
114,Baseline,government,48.6,interception_cost,9.0
114,Partial,government,128.57,interception_cost,2.57
114,Full,millitary,6.86,interception_cost,4.0
115,Baseline,commercial,110.4,interception_cost,26.4
115,Baseline,government,128.57,interception_cost,2.57
115,Full,government,11.25,interception_cost,0.86
115,Full,millitary,6.86,interception_cost,0.89
116,Baseline,private,55.2,interception_cost,13.2
116,Partial,commercial,28.11,interception_cost,1.71
116,Full,commercial,28.11,interception_cost,0.5
116,Partial,government,135.0,interception_cost,9.0
116,Full,government,135.0,interception_cost,0.86
117,Partial,private,14.06,interception_cost,0.86
117,Baseline,commercial,52.8,interception_cost,26.4
117,Partial,commercial,85.33,interception_cost,1.33
117,Full,commercial,85.33,interception_cost,8.8
117,Partial,millitary,170.67,interception_cost,2.67
117,Full,millitary,170.67,interception_cost,1.14
118,Baseline,private,13.95,interception_cost,0.75
118,Partial,private,42.67,interception_cost,0.67
118,Partial,commercial,110.4,interception_cost,84.0
118,Full,government,4.25,interception_cost,0.67
118,Baseline,millitary,1032.0,interception_cost,864.0
118,Partial,millitary,220.8,interception_cost,168.0
118,Full,millitary,220.8,interception_cost,1.14
119,Full,private,3.86,interception_cost,0.29
119,Baseline,millitary,64.8,interception_cost,12.0
119,Partial,millitary,55.47,interception_cost,2.67
119,Full,millitary,55.47,interception_cost,17.6
120,Baseline,private,144.0,interception_cost,42.0
120,Full,private,3.86,interception_cost,0.25
120,Baseline,commercial,636.0,interception_cost,432.0
120,Full,government,128.57,interception_cost,0.75
120,Baseline,millitary,64.8,interception_cost,12.0
121,Partial,private,55.2,interception_cost,13.2
121,Baseline,commercial,32.4,interception_cost,6.0
121,Partial,commercial,110.4,interception_cost,84.0
121,Baseline,government,165.6,interception_cost,126.0
121,Partial,government,165.6,interception_cost,126.0
121,Baseline,millitary,460.8,interception_cost,408.0
121,Partial,millitary,170.67,interception_cost,2.67
122,Baseline,private,115.2,interception_cost,102.0
122,Full,commercial,85.33,interception_cost,0.5
122,Baseline,government,41.85,interception_cost,2.25
122,Partial,government,252.0,interception_cost,126.0
122,Partial,millitary,55.47,interception_cost,2.67
122,Full,millitary,55.47,interception_cost,1.14
123,Baseline,private,16.2,interception_cost,3.0
123,Baseline,commercial,85.71,interception_cost,1.71
123,Full,commercial,3.42,interception_cost,0.57
123,Partial,government,42.17,interception_cost,2.57
123,Full,government,42.17,interception_cost,13.2
123,Baseline,millitary,576.0,interception_cost,408.0
124,Baseline,private,115.2,interception_cost,102.0
124,Partial,private,13.87,interception_cost,0.67
124,Full,private,13.87,interception_cost,0.22
124,Partial,government,128.25,interception_cost,2.25
125,Baseline,private,45.0,interception_cost,3.0
125,Partial,private,13.95,interception_cost,0.75
125,Full,private,13.95,interception_cost,0.29
125,Baseline,commercial,110.4,interception_cost,26.4
125,Full,government,4.57,interception_cost,42.0
125,Baseline,millitary,866.67,interception_cost,2.67
125,Partial,millitary,171.43,interception_cost,3.43
126,Partial,private,42.86,interception_cost,0.86
126,Partial,government,128.57,interception_cost,2.57
126,Baseline,millitary,56.23,interception_cost,3.43
126,Partial,millitary,220.8,interception_cost,168.0
127,Baseline,private,26.4,interception_cost,13.2
127,Baseline,government,774.0,interception_cost,648.0
127,Full,government,41.85,interception_cost,42.0
127,Baseline,millitary,220.8,interception_cost,168.0
127,Partial,millitary,55.8,interception_cost,3.0
128,Baseline,private,229.2,interception_cost,216.0
128,Partial,commercial,52.8,interception_cost,26.4
128,Partial,millitary,220.8,interception_cost,168.0
129,Baseline,private,26.4,interception_cost,13.2
129,Baseline,commercial,516.0,interception_cost,432.0
129,Partial,commercial,110.4,interception_cost,84.0
129,Baseline,government,41.6,interception_cost,2.0
129,Full,government,4.5,interception_cost,0.67
130,Partial,government,128.25,interception_cost,2.25
130,Partial,millitary,220.8,interception_cost,168.0
131,Full,private,42.86,interception_cost,0.29
131,Baseline,commercial,210.0,interception_cost,6.0
131,Baseline,government,128.0,interception_cost,2.0
131,Partial,government,252.0,interception_cost,126.0
132,Baseline,millitary,55.47,interception_cost,2.67
133,Partial,commercial,28.11,interception_cost,1.71
133,Full,commercial,28.11,interception_cost,28.0
133,Partial,government,41.6,interception_cost,2.0
134,Baseline,government,165.6,interception_cost,126.0
135,Baseline,private,229.2,interception_cost,216.0
135,Full,private,1.61,interception_cost,0.22
136,Partial,private,13.87,interception_cost,0.67
136,Baseline,commercial,28.11,interception_cost,1.71
136,Partial,commercial,27.9,interception_cost,1.5
136,Baseline,government,128.0,interception_cost,2.0
136,Full,government,4.57,interception_cost,0.86
136,Partial,millitary,171.0,interception_cost,3.0
136,Full,millitary,171.0,interception_cost,0.89
137,Baseline,private,42.86,interception_cost,0.86
137,Partial,commercial,28.11,interception_cost,1.71
137,Full,commercial,28.11,interception_cost,0.44
137,Partial,government,42.17,interception_cost,2.57
138,Baseline,private,102.86,interception_cost,0.86
138,Partial,private,55.2,interception_cost,13.2
138,Baseline,commercial,110.4,interception_cost,26.4
138,Full,commercial,2.83,interception_cost,0.44
138,Partial,government,42.17,interception_cost,2.57
138,Full,government,42.17,interception_cost,0.86
138,Partial,millitary,171.0,interception_cost,3.0
139,Baseline,commercial,90.0,interception_cost,6.0
139,Full,government,4.57,interception_cost,0.67
