iteration,windtexter,application,total_cost,probability_type,probability_cost
0,Baseline,private,42.67,interception_cost,0.67
0,Partial,commercial,85.33,interception_cost,1.33
0,Baseline,government,42.17,interception_cost,2.57
0,Full,government,4.57,interception_cost,0.75
0,Baseline,millitary,171.0,interception_cost,3.0
0,Partial,millitary,56.23,interception_cost,3.43
1,Baseline,private,216.75,interception_cost,0.75
1,Baseline,government,48.6,interception_cost,9.0
1,Partial,government,128.25,interception_cost,2.25
1,Full,millitary,6.86,interception_cost,1.14
2,Full,private,1.53,interception_cost,0.29
2,Baseline,millitary,64.8,interception_cost,12.0
2,Full,millitary,15.0,interception_cost,56.0
3,Partial,private,13.95,interception_cost,0.75
3,Baseline,government,315.0,interception_cost,9.0
3,Full,government,135.0,interception_cost,0.67
3,Baseline,millitary,220.8,interception_cost,168.0
3,Full,millitary,6.86,interception_cost,17.6
4,Baseline,private,55.2,interception_cost,13.2
4,Full,private,3.75,interception_cost,0.25
4,Baseline,commercial,85.71,interception_cost,1.71
4,Baseline,government,165.6,interception_cost,39.6
4,Partial,government,42.17,interception_cost,2.57
4,Full,millitary,56.23,interception_cost,1.0
5,Partial,private,55.2,interception_cost,13.2
5,Full,private,55.2,interception_cost,0.25
5,Baseline,government,165.6,interception_cost,126.0
5,Full,millitary,24.0,interception_cost,0.89
6,Baseline,private,42.86,interception_cost,0.86
6,Baseline,commercial,90.0,interception_cost,6.0
6,Partial,government,128.57,interception_cost,2.57
6,Full,millitary,5.67,interception_cost,56.0
7,Baseline,private,16.2,interception_cost,3.0
7,Full,private,1.72,interception_cost,0.22
7,Baseline,commercial,110.4,interception_cost,26.4
7,Full,commercial,3.04,interception_cost,0.44
7,Partial,government,42.17,interception_cost,2.57
7,Full,government,42.17,interception_cost,0.86
7,Baseline,millitary,64.8,interception_cost,12.0
7,Partial,millitary,171.0,interception_cost,3.0
8,Partial,private,42.75,interception_cost,0.75
8,Baseline,commercial,433.5,interception_cost,1.5
8,Full,government,4.0,interception_cost,42.0
8,Baseline,millitary,576.0,interception_cost,168.0
8,Partial,millitary,170.67,interception_cost,2.67
9,Baseline,private,258.0,interception_cost,216.0
9,Partial,commercial,110.4,interception_cost,26.4
9,Baseline,government,165.6,interception_cost,39.6
9,Partial,government,42.17,interception_cost,2.57
9,Baseline,millitary,55.8,interception_cost,3.0
9,Partial,millitary,170.67,interception_cost,2.67
9,Full,millitary,170.67,interception_cost,56.0
10,Baseline,private,144.0,interception_cost,102.0
10,Baseline,commercial,636.0,interception_cost,432.0
10,Full,government,128.25,interception_cost,0.86
11,Baseline,commercial,408.0,interception_cost,204.0
11,Partial,commercial,168.0,interception_cost,84.0
11,Partial,government,165.6,interception_cost,39.6
11,Full,government,165.6,interception_cost,0.67
11,Baseline,millitary,411.43,interception_cost,3.43
11,Partial,millitary,105.6,interception_cost,52.8
12,Baseline,private,13.87,interception_cost,0.67
12,Partial,private,42.86,interception_cost,0.86
12,Full,commercial,28.11,interception_cost,0.57
12,Baseline,government,315.0,interception_cost,9.0
12,Partial,millitary,180.0,interception_cost,12.0
13,Baseline,private,102.86,interception_cost,0.86
14,Partial,private,42.86,interception_cost,0.86
14,Full,private,42.86,interception_cost,0.29
14,Baseline,commercial,230.4,interception_cost,204.0
14,Full,commercial,28.11,interception_cost,0.57
14,Partial,government,128.57,interception_cost,2.57
14,Full,government,128.57,interception_cost,3.0
14,Partial,millitary,56.23,interception_cost,3.43
14,Full,millitary,56.23,interception_cost,1.14
15,Baseline,private,45.0,interception_cost,3.0
15,Full,private,1.61,interception_cost,4.4
15,Partial,commercial,27.9,interception_cost,1.5
15,Baseline,government,165.6,interception_cost,39.6
16,Full,private,3.67,interception_cost,0.29
16,Baseline,commercial,168.0,interception_cost,84.0
16,Partial,commercial,110.4,interception_cost,84.0
17,Baseline,private,13.95,interception_cost,0.75
17,Baseline,commercial,288.0,interception_cost,204.0
17,Full,millitary,170.67,interception_cost,1.14
18,Full,private,1.53,interception_cost,14.0
18,Baseline,commercial,90.0,interception_cost,6.0
18,Partial,commercial,52.8,interception_cost,26.4
18,Baseline,millitary,171.43,interception_cost,3.43
18,Full,millitary,6.43,interception_cost,0.89
19,Baseline,private,204.0,interception_cost,102.0
19,Partial,commercial,110.4,interception_cost,84.0
19,Baseline,government,41.85,interception_cost,2.25
20,Baseline,private,42.75,interception_cost,0.75
20,Partial,commercial,85.71,interception_cost,1.71
20,Full,commercial,85.71,interception_cost,2.0
20,Partial,millitary,220.8,interception_cost,52.8
21,Baseline,private,55.2,interception_cost,42.0
21,Full,private,3.67,interception_cost,0.29
21,Full,commercial,7.33,interception_cost,28.0
21,Partial,government,252.0,interception_cost,126.0
21,Baseline,millitary,171.43,interception_cost,3.43
22,Partial,millitary,171.0,interception_cost,3.0
23,Full,commercial,3.42,interception_cost,2.0
23,Baseline,government,165.6,interception_cost,126.0
23,Partial,government,42.17,interception_cost,2.57
23,Full,millitary,6.1,interception_cost,56.0
24,Baseline,commercial,168.0,interception_cost,84.0
24,Baseline,government,128.57,interception_cost,2.57
24,Partial,government,41.85,interception_cost,2.25
25,Partial,private,13.95,interception_cost,0.75
25,Baseline,commercial,32.4,interception_cost,6.0
25,Partial,commercial,28.11,interception_cost,1.71
25,Baseline,government,165.6,interception_cost,39.6
25,Partial,government,128.0,interception_cost,2.0
25,Baseline,millitary,576.0,interception_cost,168.0
25,Full,millitary,171.0,interception_cost,56.0
26,Partial,commercial,110.4,interception_cost,26.4
26,Full,government,11.25,interception_cost,0.67
27,Baseline,private,258.0,interception_cost,216.0
27,Partial,private,84.0,interception_cost,42.0
27,Full,private,84.0,interception_cost,4.4
27,Partial,commercial,52.8,interception_cost,26.4
27,Baseline,millitary,876.0,interception_cost,12.0
28,Baseline,private,16.2,interception_cost,3.0
28,Baseline,commercial,288.0,interception_cost,84.0
28,Baseline,government,315.0,interception_cost,9.0
28,Baseline,millitary,64.8,interception_cost,12.0
29,Baseline,private,42.86,interception_cost,0.86
29,Partial,private,42.86,interception_cost,0.86
29,Full,commercial,3.42,interception_cost,0.44
29,Baseline,government,315.0,interception_cost,9.0
29,Partial,government,41.6,interception_cost,2.0
29,Full,government,41.6,interception_cost,0.75
30,Full,private,1.42,interception_cost,0.22
30,Baseline,government,41.6,interception_cost,2.0
31,Partial,private,13.87,interception_cost,0.67
31,Baseline,commercial,90.0,interception_cost,6.0
31,Full,government,42.17,interception_cost,42.0
32,Baseline,private,26.4,interception_cost,13.2
32,Baseline,commercial,32.4,interception_cost,6.0
32,Full,commercial,3.42,interception_cost,28.0
32,Partial,government,165.6,interception_cost,39.6
32,Partial,millitary,336.0,interception_cost,168.0
32,Full,millitary,336.0,interception_cost,1.14
33,Partial,millitary,171.43,interception_cost,3.43
33,Full,millitary,171.43,interception_cost,0.89
34,Baseline,private,13.87,interception_cost,0.67
34,Full,private,42.75,interception_cost,0.29
34,Full,commercial,3.42,interception_cost,2.0
34,Partial,government,41.85,interception_cost,2.25
34,Full,government,41.85,interception_cost,0.86
34,Partial,millitary,105.6,interception_cost,52.8
35,Baseline,private,42.86,interception_cost,0.86
35,Full,private,1.61,interception_cost,14.0
35,Full,commercial,2.66,interception_cost,0.57
35,Full,millitary,56.23,interception_cost,1.0
36,Baseline,private,26.4,interception_cost,13.2
36,Partial,private,13.87,interception_cost,0.67
36,Baseline,commercial,110.4,interception_cost,26.4
36,Partial,government,42.17,interception_cost,2.57
36,Baseline,millitary,420.0,interception_cost,12.0
36,Full,millitary,6.43,interception_cost,1.0
37,Baseline,private,84.0,interception_cost,42.0
37,Full,government,4.57,interception_cost,0.86
37,Baseline,millitary,105.6,interception_cost,52.8
38,Full,private,14.06,interception_cost,0.22
38,Baseline,commercial,52.8,interception_cost,26.4
38,Partial,government,128.25,interception_cost,2.25
39,Full,private,3.75,interception_cost,1.0
39,Baseline,commercial,230.4,interception_cost,204.0
39,Partial,commercial,28.11,interception_cost,1.71
39,Baseline,millitary,220.8,interception_cost,168.0
40,Full,private,42.75,interception_cost,0.22
40,Partial,government,128.25,interception_cost,2.25
41,Partial,private,42.86,interception_cost,0.86
41,Full,private,42.86,interception_cost,14.0
41,Baseline,commercial,433.33,interception_cost,1.33
41,Partial,government,128.57,interception_cost,2.57
41,Baseline,millitary,220.8,interception_cost,52.8
41,Full,millitary,6.1,interception_cost,56.0
42,Baseline,private,55.2,interception_cost,42.0
43,Baseline,private,219.0,interception_cost,3.0
43,Baseline,commercial,168.0,interception_cost,84.0
43,Full,commercial,3.42,interception_cost,0.5
43,Partial,government,41.85,interception_cost,2.25
43,Full,government,41.85,interception_cost,0.86
43,Baseline,millitary,56.23,interception_cost,3.43
44,Full,private,42.86,interception_cost,14.0
44,Full,commercial,85.5,interception_cost,0.5
44,Baseline,government,41.6,interception_cost,2.0
44,Full,government,42.17,interception_cost,0.86
44,Baseline,millitary,411.43,interception_cost,3.43
45,Baseline,government,657.0,interception_cost,9.0
45,Partial,government,252.0,interception_cost,126.0
45,Full,government,252.0,interception_cost,13.2
45,Partial,millitary,170.67,interception_cost,2.67
45,Full,millitary,170.67,interception_cost,1.0
46,Baseline,private,13.87,interception_cost,0.67
46,Full,private,1.5,interception_cost,0.25
46,Baseline,government,345.6,interception_cost,39.6
46,Full,government,4.25,interception_cost,0.86
47,Partial,private,13.95,interception_cost,0.75
47,Full,private,13.95,interception_cost,0.29
47,Full,commercial,85.71,interception_cost,0.57
47,Baseline,government,128.0,interception_cost,2.0
47,Baseline,millitary,171.43,interception_cost,3.43
48,Full,private,42.86,interception_cost,4.4
48,Partial,commercial,85.71,interception_cost,1.71
48,Partial,government,42.17,interception_cost,2.57
48,Baseline,millitary,220.8,interception_cost,168.0
49,Baseline,commercial,32.4,interception_cost,6.0
49,Partial,commercial,28.11,interception_cost,1.71
50,Baseline,commercial,85.71,interception_cost,1.71
50,Full,commercial,3.42,interception_cost,0.5
50,Baseline,government,315.0,interception_cost,9.0
50,Baseline,millitary,56.23,interception_cost,3.43
51,Baseline,private,42.67,interception_cost,0.67
51,Baseline,commercial,52.8,interception_cost,26.4
51,Full,government,4.57,interception_cost,0.75
51,Baseline,millitary,105.6,interception_cost,52.8
52,Baseline,commercial,90.0,interception_cost,6.0
52,Partial,commercial,168.0,interception_cost,84.0
52,Full,commercial,168.0,interception_cost,28.0
52,Baseline,government,345.6,interception_cost,39.6
52,Full,millitary,5.67,interception_cost,1.14
53,Partial,commercial,110.4,interception_cost,26.4
53,Full,commercial,110.4,interception_cost,0.57
53,Baseline,government,657.0,interception_cost,9.0
54,Baseline,private,42.75,interception_cost,0.75
54,Partial,private,13.87,interception_cost,0.67
54,Full,commercial,85.33,interception_cost,0.57
54,Baseline,millitary,171.43,interception_cost,3.43
55,Baseline,private,102.75,interception_cost,0.75
55,Partial,millitary,171.43,interception_cost,3.43
56,Partial,commercial,85.33,interception_cost,1.33
56,Baseline,government,128.25,interception_cost,2.25
56,Full,government,4.57,interception_cost,0.86
56,Baseline,millitary,170.67,interception_cost,2.67
56,Full,millitary,55.47,interception_cost,1.14
57,Baseline,private,45.0,interception_cost,3.0
57,Full,commercial,3.21,interception_cost,0.57
57,Baseline,government,308.0,interception_cost,2.0
57,Full,government,11.57,interception_cost,0.86
57,Full,millitary,6.1,interception_cost,1.14
58,Baseline,private,216.67,interception_cost,0.67
58,Full,private,14.06,interception_cost,14.0
58,Baseline,government,687.6,interception_cost,648.0
58,Partial,government,79.2,interception_cost,39.6
58,Baseline,millitary,220.8,interception_cost,168.0
58,Partial,millitary,171.0,interception_cost,3.0
59,Baseline,private,84.0,interception_cost,42.0
59,Baseline,commercial,110.4,interception_cost,26.4
59,Baseline,government,687.6,interception_cost,39.6
59,Partial,government,128.57,interception_cost,2.57
59,Full,millitary,171.0,interception_cost,17.6
60,Partial,private,13.95,interception_cost,0.75
60,Baseline,commercial,110.4,interception_cost,26.4
60,Partial,government,128.25,interception_cost,2.25
60,Full,government,128.25,interception_cost,0.67
60,Baseline,millitary,171.0,interception_cost,3.0
61,Baseline,private,55.2,interception_cost,13.2
61,Full,private,3.67,interception_cost,0.29
61,Baseline,commercial,288.0,interception_cost,84.0
61,Full,commercial,85.33,interception_cost,2.0
61,Baseline,government,432.0,interception_cost,306.0
61,Partial,millitary,56.23,interception_cost,3.43
62,Partial,commercial,27.9,interception_cost,1.5
62,Baseline,government,128.57,interception_cost,2.57
62,Partial,government,128.57,interception_cost,2.57
62,Full,government,128.57,interception_cost,0.86
62,Baseline,millitary,1032.0,interception_cost,168.0
62,Full,millitary,6.86,interception_cost,1.14
63,Baseline,private,216.86,interception_cost,0.86
63,Partial,private,55.2,interception_cost,13.2
63,Partial,commercial,85.33,interception_cost,1.33
63,Baseline,government,79.2,interception_cost,39.6
63,Partial,government,79.2,interception_cost,39.6
64,Partial,commercial,27.73,interception_cost,1.33
64,Baseline,government,308.57,interception_cost,2.57
64,Full,government,4.25,interception_cost,0.67
64,Baseline,millitary,171.43,interception_cost,3.43
65,Baseline,private,13.95,interception_cost,0.75
65,Baseline,commercial,32.4,interception_cost,6.0
65,Baseline,government,41.85,interception_cost,2.25
65,Full,government,4.82,interception_cost,0.67
66,Baseline,private,144.0,interception_cost,102.0
66,Full,government,4.82,interception_cost,0.75
66,Baseline,millitary,180.0,interception_cost,12.0
67,Baseline,private,16.2,interception_cost,3.0
67,Full,commercial,3.42,interception_cost,8.8
67,Baseline,millitary,220.8,interception_cost,168.0
67,Partial,millitary,64.8,interception_cost,12.0
68,Partial,private,13.87,interception_cost,0.67
68,Baseline,commercial,52.8,interception_cost,26.4
68,Partial,commercial,27.73,interception_cost,1.33
68,Baseline,government,252.0,interception_cost,126.0
69,Baseline,private,13.87,interception_cost,0.67
69,Baseline,commercial,458.4,interception_cost,432.0
70,Partial,private,13.87,interception_cost,0.67
70,Baseline,commercial,288.0,interception_cost,84.0
70,Baseline,government,165.6,interception_cost,39.6
70,Full,government,48.6,interception_cost,42.0
70,Partial,millitary,171.0,interception_cost,3.0
71,Full,commercial,28.11,interception_cost,8.8
71,Partial,government,41.6,interception_cost,2.0
71,Full,government,41.6,interception_cost,0.75
71,Baseline,millitary,420.0,interception_cost,12.0
71,Full,millitary,171.0,interception_cost,56.0
72,Partial,private,55.2,interception_cost,42.0
72,Full,private,55.2,interception_cost,0.22
72,Partial,commercial,90.0,interception_cost,6.0
72,Full,commercial,90.0,interception_cost,0.44
72,Baseline,millitary,64.8,interception_cost,12.0
72,Full,millitary,6.43,interception_cost,0.89
73,Baseline,private,26.4,interception_cost,13.2
73,Full,private,1.72,interception_cost,0.22
73,Baseline,commercial,205.71,interception_cost,1.71
73,Baseline,government,308.25,interception_cost,2.25
73,Full,government,4.25,interception_cost,0.67
73,Baseline,millitary,336.0,interception_cost,168.0
73,Partial,millitary,171.43,interception_cost,3.43
73,Full,millitary,171.43,interception_cost,1.0
74,Full,commercial,85.5,interception_cost,0.57
74,Partial,government,165.6,interception_cost,126.0
74,Full,government,165.6,interception_cost,0.86
74,Baseline,millitary,411.0,interception_cost,3.0
74,Full,millitary,6.1,interception_cost,17.6
75,Baseline,private,42.75,interception_cost,0.75
75,Baseline,commercial,32.4,interception_cost,6.0
75,Partial,commercial,85.71,interception_cost,1.71
75,Baseline,government,165.6,interception_cost,39.6
75,Partial,government,252.0,interception_cost,126.0
75,Full,government,252.0,interception_cost,13.2
75,Baseline,millitary,916.8,interception_cost,864.0
76,Partial,private,45.0,interception_cost,3.0
76,Full,private,45.0,interception_cost,14.0
76,Partial,millitary,55.8,interception_cost,3.0
77,Partial,private,84.0,interception_cost,42.0
77,Full,private,84.0,interception_cost,1.0
77,Partial,government,165.6,interception_cost,39.6
77,Baseline,millitary,576.0,interception_cost,168.0
77,Partial,millitary,220.8,interception_cost,168.0
77,Full,millitary,220.8,interception_cost,56.0
78,Baseline,private,55.2,interception_cost,42.0
78,Partial,commercial,85.71,interception_cost,1.71
78,Partial,government,252.0,interception_cost,126.0
78,Full,millitary,171.0,interception_cost,56.0
79,Baseline,commercial,28.11,interception_cost,1.71
79,Full,commercial,3.04,interception_cost,0.57
79,Partial,government,128.25,interception_cost,2.25
80,Baseline,commercial,433.5,interception_cost,1.5
80,Partial,commercial,85.5,interception_cost,1.5
80,Full,commercial,85.5,interception_cost,28.0
80,Baseline,government,79.2,interception_cost,39.6
81,Baseline,private,144.0,interception_cost,42.0
81,Partial,private,55.2,interception_cost,42.0
81,Full,private,55.2,interception_cost,0.25
81,Full,commercial,85.5,interception_cost,28.0
81,Partial,government,79.2,interception_cost,39.6
81,Partial,millitary,105.6,interception_cost,52.8
82,Baseline,commercial,28.11,interception_cost,1.71
82,Partial,commercial,52.8,interception_cost,26.4
82,Baseline,millitary,411.0,interception_cost,3.0
83,Baseline,commercial,28.11,interception_cost,1.71
83,Full,commercial,3.42,interception_cost,0.44
83,Baseline,government,42.17,interception_cost,2.57
83,Baseline,millitary,171.43,interception_cost,3.43
84,Baseline,private,16.2,interception_cost,3.0
84,Baseline,commercial,438.0,interception_cost,6.0
84,Partial,government,165.6,interception_cost,126.0
85,Baseline,private,14.06,interception_cost,0.86
85,Baseline,government,48.6,interception_cost,9.0
85,Partial,millitary,171.43,interception_cost,3.43
86,Partial,private,14.06,interception_cost,0.86
86,Partial,commercial,168.0,interception_cost,84.0
86,Full,commercial,168.0,interception_cost,0.57
86,Baseline,government,135.0,interception_cost,9.0
86,Partial,government,128.25,interception_cost,2.25
86,Full,government,128.25,interception_cost,0.67
86,Full,millitary,15.0,interception_cost,1.14
87,Full,private,1.5,interception_cost,0.29
87,Partial,commercial,27.73,interception_cost,1.33
87,Partial,government,128.57,interception_cost,2.57
87,Full,government,128.57,interception_cost,0.86
88,Baseline,private,432.0,interception_cost,216.0
88,Full,private,1.53,interception_cost,0.29
88,Baseline,commercial,52.8,interception_cost,26.4
88,Partial,millitary,171.0,interception_cost,3.0
89,Full,private,1.34,interception_cost,14.0
89,Baseline,government,315.0,interception_cost,9.0
89,Partial,government,128.25,interception_cost,2.25
89,Full,millitary,6.1,interception_cost,1.14
90,Partial,commercial,85.33,interception_cost,1.33
90,Full,government,135.0,interception_cost,13.2
90,Baseline,millitary,170.67,interception_cost,2.67
90,Partial,millitary,56.23,interception_cost,3.43
91,Baseline,private,229.2,interception_cost,216.0
91,Partial,commercial,27.73,interception_cost,1.33
91,Full,commercial,27.73,interception_cost,8.8
91,Baseline,government,79.2,interception_cost,39.6
91,Partial,government,128.57,interception_cost,2.57
92,Full,private,1.61,interception_cost,4.4
92,Baseline,commercial,205.71,interception_cost,1.71
92,Full,government,4.57,interception_cost,0.86
92,Baseline,millitary,816.0,interception_cost,408.0
92,Partial,millitary,220.8,interception_cost,52.8
93,Full,private,1.61,interception_cost,0.29
93,Baseline,government,252.0,interception_cost,126.0
93,Partial,government,128.57,interception_cost,2.57
93,Baseline,millitary,220.8,interception_cost,52.8
94,Baseline,private,42.86,interception_cost,0.86
94,Full,millitary,6.43,interception_cost,1.14
95,Partial,private,42.86,interception_cost,0.86
95,Partial,millitary,170.67,interception_cost,2.67
96,Baseline,private,115.2,interception_cost,13.2
96,Partial,commercial,27.73,interception_cost,1.33
96,Baseline,government,165.6,interception_cost,126.0
96,Full,millitary,6.1,interception_cost,17.6
97,Baseline,commercial,408.0,interception_cost,204.0
97,Partial,commercial,168.0,interception_cost,84.0
97,Full,government,4.82,interception_cost,0.67
97,Full,millitary,170.67,interception_cost,1.14
98,Baseline,government,774.0,interception_cost,648.0
98,Full,government,4.82,interception_cost,0.75
98,Baseline,millitary,180.0,interception_cost,12.0
98,Full,millitary,6.43,interception_cost,56.0
99,Baseline,private,115.2,interception_cost,102.0
99,Partial,commercial,85.33,interception_cost,1.33
99,Baseline,government,41.85,interception_cost,2.25
99,Partial,millitary,55.47,interception_cost,2.67
100,Partial,private,42.67,interception_cost,0.67
100,Baseline,commercial,210.0,interception_cost,6.0
100,Baseline,government,308.57,interception_cost,2.57
100,Full,government,4.57,interception_cost,0.75
100,Full,millitary,6.86,interception_cost,0.89
101,Baseline,government,774.0,interception_cost,648.0
101,Baseline,millitary,220.8,interception_cost,52.8
101,Partial,millitary,171.43,interception_cost,3.43
102,Partial,private,42.67,interception_cost,0.67
102,Baseline,government,687.6,interception_cost,648.0
102,Partial,government,128.0,interception_cost,2.0
102,Baseline,millitary,180.0,interception_cost,12.0
102,Partial,millitary,105.6,interception_cost,52.8
103,Baseline,private,318.0,interception_cost,216.0
103,Full,commercial,3.42,interception_cost,0.57
103,Baseline,government,128.25,interception_cost,2.25
103,Baseline,millitary,1272.0,interception_cost,864.0
104,Partial,private,42.67,interception_cost,0.67
104,Baseline,commercial,85.5,interception_cost,1.5
104,Baseline,government,48.6,interception_cost,9.0
104,Partial,government,135.0,interception_cost,9.0
104,Full,millitary,6.1,interception_cost,0.89
105,Baseline,private,115.2,interception_cost,102.0
105,Partial,private,42.86,interception_cost,0.86
105,Full,private,42.86,interception_cost,0.29
105,Baseline,commercial,27.9,interception_cost,1.5
105,Baseline,government,128.0,interception_cost,2.0
105,Partial,millitary,170.67,interception_cost,2.67
105,Full,millitary,170.67,interception_cost,1.0
106,Baseline,private,55.2,interception_cost,42.0
106,Partial,private,13.87,interception_cost,0.67
106,Partial,commercial,27.73,interception_cost,1.33
106,Partial,government,165.6,interception_cost,39.6
106,Partial,millitary,180.0,interception_cost,12.0
106,Full,millitary,180.0,interception_cost,1.14
107,Full,commercial,2.83,interception_cost,0.5
107,Partial,millitary,171.43,interception_cost,3.43
108,Baseline,commercial,168.0,interception_cost,84.0
108,Baseline,millitary,411.43,interception_cost,3.43
109,Full,private,1.34,interception_cost,0.25
109,Baseline,commercial,288.0,interception_cost,204.0
109,Partial,commercial,85.33,interception_cost,1.33
109,Full,commercial,85.33,interception_cost,0.57
109,Partial,government,128.25,interception_cost,2.25
109,Full,government,128.25,interception_cost,0.75
110,Partial,commercial,85.71,interception_cost,1.71
110,Baseline,government,308.57,interception_cost,2.57
110,Full,millitary,171.43,interception_cost,0.89
111,Baseline,private,105.0,interception_cost,3.0
111,Partial,commercial,85.33,interception_cost,1.33
111,Baseline,government,315.0,interception_cost,9.0
111,Full,millitary,55.8,interception_cost,17.6
112,Baseline,commercial,110.4,interception_cost,84.0
112,Partial,commercial,28.11,interception_cost,1.71
112,Full,commercial,28.11,interception_cost,0.5
112,Baseline,millitary,171.0,interception_cost,3.0
113,Baseline,private,115.2,interception_cost,13.2
113,Partial,private,42.86,interception_cost,0.86
113,Baseline,commercial,32.4,interception_cost,6.0
113,Full,government,4.57,interception_cost,0.86
113,Partial,millitary,56.23,interception_cost,3.43
113,Full,millitary,56.23,interception_cost,1.14
114,Baseline,commercial,205.71,interception_cost,1.71
114,Partial,government,128.57,interception_cost,2.57
114,Full,government,128.57,interception_cost,0.75
114,Baseline,millitary,876.0,interception_cost,12.0
114,Partial,millitary,56.23,interception_cost,3.43
115,Full,private,14.06,interception_cost,0.22
115,Baseline,commercial,516.0,interception_cost,84.0
115,Baseline,millitary,411.43,interception_cost,3.43
115,Partial,millitary,55.47,interception_cost,2.67
115,Full,millitary,55.47,interception_cost,1.0
116,Partial,private,13.95,interception_cost,0.75
116,Full,commercial,2.66,interception_cost,0.44
116,Partial,government,252.0,interception_cost,126.0
116,Baseline,millitary,576.0,interception_cost,168.0
117,Baseline,private,55.2,interception_cost,13.2
117,Baseline,commercial,52.8,interception_cost,26.4
117,Partial,commercial,85.33,interception_cost,1.33
117,Baseline,millitary,170.67,interception_cost,2.67
118,Baseline,private,26.4,interception_cost,13.2
118,Baseline,government,41.85,interception_cost,2.25
118,Partial,government,128.57,interception_cost,2.57
118,Full,government,128.57,interception_cost,13.2
118,Baseline,millitary,105.6,interception_cost,52.8
118,Partial,millitary,220.8,interception_cost,52.8
119,Full,commercial,85.71,interception_cost,0.44
119,Baseline,government,79.2,interception_cost,39.6
119,Baseline,millitary,55.47,interception_cost,2.67
119,Partial,millitary,220.8,interception_cost,168.0
120,Partial,private,55.2,interception_cost,42.0
120,Baseline,commercial,32.4,interception_cost,6.0
120,Partial,commercial,110.4,interception_cost,84.0
120,Full,commercial,110.4,interception_cost,0.57
120,Baseline,government,308.57,interception_cost,2.57
120,Partial,government,128.57,interception_cost,2.57
120,Partial,millitary,55.8,interception_cost,3.0
121,Baseline,commercial,90.0,interception_cost,6.0
121,Partial,commercial,28.11,interception_cost,1.71
121,Baseline,government,42.17,interception_cost,2.57
121,Full,government,128.0,interception_cost,0.75
122,Baseline,commercial,230.4,interception_cost,204.0
122,Partial,government,165.6,interception_cost,126.0
122,Baseline,millitary,576.0,interception_cost,168.0
123,Baseline,private,84.0,interception_cost,42.0
123,Full,private,13.87,interception_cost,0.29
123,Baseline,commercial,85.5,interception_cost,1.5
123,Full,government,11.57,interception_cost,13.2
123,Baseline,millitary,55.8,interception_cost,3.0
123,Full,millitary,6.43,interception_cost,0.89
124,Full,private,14.06,interception_cost,0.29
124,Partial,commercial,110.4,interception_cost,26.4
124,Baseline,millitary,56.23,interception_cost,3.43
124,Partial,millitary,56.23,interception_cost,3.43
125,Partial,private,13.95,interception_cost,0.75
125,Full,private,13.95,interception_cost,14.0
126,Full,private,42.67,interception_cost,0.22
126,Baseline,commercial,110.4,interception_cost,26.4
126,Partial,commercial,110.4,interception_cost,84.0
126,Baseline,government,315.0,interception_cost,9.0
126,Partial,government,79.2,interception_cost,39.6
126,Baseline,millitary,411.0,interception_cost,3.0
126,Partial,millitary,220.8,interception_cost,52.8
127,Baseline,private,13.95,interception_cost,0.75
127,Partial,millitary,55.47,interception_cost,2.67
127,Full,millitary,55.47,interception_cost,1.14
128,Baseline,private,258.0,interception_cost,216.0
128,Baseline,commercial,85.71,interception_cost,1.71
128,Partial,commercial,27.73,interception_cost,1.33
128,Baseline,millitary,576.0,interception_cost,408.0
128,Partial,millitary,220.8,interception_cost,168.0
129,Partial,private,13.95,interception_cost,0.75
129,Baseline,commercial,85.71,interception_cost,1.71
129,Full,government,4.82,interception_cost,0.86
129,Partial,millitary,170.67,interception_cost,2.67
130,Baseline,private,42.86,interception_cost,0.86
131,Baseline,commercial,288.0,interception_cost,204.0
131,Full,commercial,3.0,interception_cost,8.8
131,Baseline,government,128.0,interception_cost,2.0
131,Partial,government,165.6,interception_cost,39.6
131,Baseline,millitary,55.8,interception_cost,3.0
131,Partial,millitary,171.43,interception_cost,3.43
132,Full,private,3.86,interception_cost,0.29
132,Full,commercial,3.04,interception_cost,0.57
132,Partial,government,252.0,interception_cost,126.0
132,Partial,millitary,55.47,interception_cost,2.67
133,Baseline,commercial,28.11,interception_cost,1.71
133,Full,commercial,3.42,interception_cost,0.44
133,Partial,millitary,220.8,interception_cost,52.8
133,Full,millitary,220.8,interception_cost,56.0
134,Partial,government,128.0,interception_cost,2.0
134,Baseline,millitary,56.23,interception_cost,3.43
135,Full,commercial,3.21,interception_cost,8.8
135,Partial,government,165.6,interception_cost,126.0
135,Full,millitary,5.67,interception_cost,1.0
136,Baseline,private,115.2,interception_cost,102.0
136,Partial,private,13.87,interception_cost,0.67
136,Full,private,13.87,interception_cost,0.25
136,Baseline,millitary,411.43,interception_cost,3.43
137,Baseline,private,219.0,interception_cost,3.0
137,Full,private,1.42,interception_cost,14.0
137,Partial,commercial,28.11,interception_cost,1.71
137,Full,commercial,28.11,interception_cost,0.44
137,Full,government,4.57,interception_cost,0.86
137,Baseline,millitary,411.0,interception_cost,3.0
137,Partial,millitary,55.8,interception_cost,3.0
138,Partial,private,14.06,interception_cost,0.86
138,Full,private,14.06,interception_cost,0.29
138,Partial,government,252.0,interception_cost,126.0
138,Full,government,252.0,interception_cost,0.75
138,Baseline,millitary,56.23,interception_cost,3.43
138,Full,millitary,6.43,interception_cost,4.0
139,Baseline,private,42.75,interception_cost,0.75
