transmitter_x,transmitter_y,receiver_x,receiver_y,interceptor_x,interceptor_y,transmitter_power_db,antenna_gain_db,technology,text_scenario,power_scenario
15,15,12.804731882904713,7.315504303086034,2.0980371615371594,21.7338188787976,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,5.10753844977605,18.93503505741333,1.0436116597890865,28.81941451081009,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,25.908856969381258,1.8084907331510458,5.462991453160035,1.4902131128428753,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,28.89927314378088,18.21059192859537,5.8446690654489695,16.07386079799727,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,10.895647821195697,15.78853306158843,16.873339267848017,26.02106869158782,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,1.529375700369826,23.94061004310885,16.10122101909817,16.241769773757202,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,4.566678822953345,2.1253075886877926,26.641788021621906,25.7338763459915,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,21.084455576795246,5.476078723532229,12.421221916740212,29.7453386306864,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,21.849688968716908,8.902751260300558,28.052016013566373,2.9476448395138477,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,23.489918711947833,2.4648538747392603,13.13097331695175,15.982713188195529,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,27.0589555169196,21.375317682824424,5.089516654302456,7.799184671529609,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,8.321347134596808,3.794969933747021,3.8325254097737096,20.08743335210537,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,21.34397923139984,21.437103166652655,28.088263228121193,1.8596493831564498,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,25.642478729244193,28.921817130590213,23.05509855669807,11.842650641310854,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,13.805653370540544,8.200363701473401,9.002049216854337,17.232058947813353,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,7.583999061833903,27.607257441812905,4.965966541483395,17.030688450891265,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,26.35935226496168,19.5685705849561,17.715305626783298,24.669956631487786,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,26.721848296373917,14.776572676821486,16.958691394849243,4.869957879522807,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,26.111975008341936,9.906442732263132,29.486896643472214,13.552177749066596,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,13.537810533492808,1.981494016046379,12.056347857572161,10.680184270602533,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,15.649000151676166,6.82604867475575,25.833876254857667,6.239056767877025,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,26.060650451449472,11.622614875505304,23.937827073826316,20.215346293220687,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,6.230519085218942,11.941144499928907,29.915794928217693,23.83181935062563,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,0.2378199637784595,23.440158469300226,26.31249931957204,21.869653788462134,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,19.283995240215965,20.112048675379153,17.806472152956275,12.363715714824407,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,21.178885296447852,4.2278038075969,9.299238609042863,3.1760954858032973,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,5.553387744555595,7.820415649346702,7.060532079132792,28.020422337963286,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,5.488039402065489,23.780811427612072,20.03519570384651,21.57865567467024,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,16.639125193394758,6.375062471004414,2.612266455775263,8.466780342718312,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,13.369333053137172,6.6626857718783,5.6038174701278916,21.877295768383977,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,10.69610854845902,27.795456715932943,20.711904454976985,14.189494734182018,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,23.241954416078556,27.972283748703205,29.41637007504851,24.575242027180806,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,22.985306402858388,7.135632740456403,24.553781989423534,16.673166778971538,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,9.548735020679972,15.886846940719831,15.405698591895135,28.48668082632547,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,0.2162190807385267,26.24386530451141,3.0996208142332193,12.472578652074489,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,5.383977338957591,27.565592975860024,17.148855374419337,11.989225021482975,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,8.205214217991145,10.748649474954405,4.034394684347223,23.81058143438617,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,19.077580205462404,17.491316204692613,26.53135831382117,11.293999709956996,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,28.610733657094645,21.71036704581007,1.0045006083128627,18.502219693436757,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,14.290742851505643,12.569901158025226,8.541191119237448,27.56017917066313,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,7.128578214614639,9.832981338473921,20.939756267597982,3.269326172695659,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,0.09801084087590284,7.5416497431366825,21.856009280945262,7.793037224326586,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,28.102095656276337,22.402540264460058,4.073222658115776,6.056452948860677,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,28.07484829672967,19.945822444100646,18.019861143615895,22.96431204285144,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,1.0798109800350575,27.20092179125109,23.224346038728633,18.3509427343362,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,28.02181477088351,5.182589124551921,14.912993082204277,15.74391006994112,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,20.811958992325476,26.176375480502905,20.05201694682618,5.226315954570717,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,8.229533135122974,26.455288990933948,9.519589475379677,18.82872590268559,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,20.271507741417484,14.744493550186151,4.244947084552312,4.7768399223465,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,24.137840530046162,1.6691290006198989,1.1430080267538856,27.517745689106825,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,8.80940156526352,25.075697106802963,16.539331644693213,15.694512107537992,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,22.046316116509317,25.436505306930894,15.538048187092324,19.41082865639212,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,11.11955889656345,2.655080294848524,16.813392037662812,6.6865714273449655,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,28.294853968894564,6.3157416884373605,23.988218125489556,12.696924214300081,30.01702850447732,11.759739284390124,2G,baseline,high
15,15,2.2495134959856546,4.1498285817520895,23.16816725845295,27.02465967697939,30.01702850447732,11.759739284390124,2G,baseline,high
